nome,latitudine,longitudine,n__arch_,utd,regione,provincia,comune,corso_d_acqua,tipologia,altezza_ndt_2014__m_,altezza_dm_marzo_82__m_,vol__di_invaso__Mmc_,quota_max_di_reg___m_slm_,uso_prevalente,anno_inizio_lavori,anno_fine_lavori,indirizzo_google_maps
Palazzi,43.005320,11.750602,0761_,Firenze,Toscana,SI,Pienza,Fosso Miglia,Di terra omogenea (b.1.),18.89,15.00,0.30,317.00,Irriguo,1957,1957,https://goo.gl/maps/bWRSCs9zgkDWLcki9
Drove di Cepparello,43.489593,11.190559,0766_,Firenze,Toscana,SI,Poggibonsi,Borro di Cepparello,Di terra omogenea (b.1.),25.17,28.00,0.52,183.00,Potabile,1961,1962,https://goo.gl/maps/krZRbj6UXeNiEwwu8
Pietrafitta,43.464828,11.082077,0870_,Firenze,Toscana,SI,San Gimignano,Borro del Rio,Di terra omogenea (b.1.),18.60,18.60,0.15,128.30,Plurimo,1959,1960,https://goo.gl/maps/wByJRcUYtHtLeYiT9
Monaciano,43.353816,11.363129,0872_,Firenze,Toscana,SI,Castelnuovo Berardenga,Fosso Rigo,Di terra omogenea (b.1.),18.50,18.50,0.25,254.69,Irriguo,1959,1960,https://goo.gl/maps/D5J8j9iXcq95ecCs8
San Vito Pistoiese,44.033981,10.791771,0905_,Firenze,Toscana,PT,San Marcello Piteglio,Rio Pagano,Di terra omogenea (b.1.),18.69,20.60,0.14,,Irriguo,1958,1959,https://goo.gl/maps/iDbrFrNXm8ETao8y5
Sammontana,43.716327,11.010332,0933_,Firenze,Toscana,FI,Montelupo Fiorentino,Rio Sammontana,Di terra omogenea (b.1.),20.00,19.50,0.14,67.90,Plurimo,1960,1961,https://goo.gl/maps/maDzHVUs5FjK8UX86
Pian del Bichi,43.003060,11.073549,0939_,Firenze,Toscana,GR,Roccastrada,Asina,Di terra omogenea (b.1.),19.39,21.10,0.33,176.25,Irriguo,1960,,https://goo.gl/maps/LiVFCo5SW4vt7xfq7
Macine,43.219877,10.632534,0985_,Firenze,Toscana,LI,Castagneto Carducci,Macine,Di terra omogenea (b.1.),24.00,24.00,0.30,117.00,Irriguo,1960,1962,https://goo.gl/maps/wMKeAaq5e9yWJs9Y6
Bilancino,43.977152,11.280641,1008_,Firenze,Toscana,FI,Barberino di Mugello,Sieve,Di terra e/o pietrame con nucleo verticale (b.2.),41.78,42.70,69.00,252.00,Potabile,1984,1995,https://goo.gl/maps/7WjKNKXntHqqPJvs5
Il Monte,44.023188,11.284435,1031_,Firenze,Toscana,FI,Barberino di Mugello,Fosso Rignola,Di terra omogenea (b.1.),20.50,23.00,0.19,322.50,Irriguo,1960,1970,https://goo.gl/maps/STfkdY9zfCu7antx6
Montestigliano,43.219094,11.230400,1118_,Firenze,Toscana,SI,Sovicille,Merse,Di terra e/o pietrame con nucleo verticale (b.2.),20.00,14.00,0.20,284.00,Nessun utilizzo attuale,1965,1965,https://goo.gl/maps/JdkVMqzZaHbTZCRy5
Ridracoli,43.872766,11.837033,1173_,Firenze,Emilia Romagna,FO,Santa Sofia,Bidente di Ridracoli,Ad arco gravità (a.2.2.),101.00,103.50,33.00,557.29,Potabile,1975,1982,https://goo.gl/maps/ARLVMJP2aYFZw9ez9
Giudea a Gello,43.959684,10.884984,1183_,Firenze,Toscana,PT,Pistoia,Rio Fontanacci,Di terra omogenea (b.1.),31.80,31.89,0.85,147.80,Potabile,,1970,https://goo.gl/maps/8gNmP23MfcNnzGb78
Calcione,43.289922,11.676664,1189_,Firenze,Toscana,AR,Lucignano,Foenna,Di terra omogenea (b.1.),25.10,23.50,3.96,362.50,Irriguo,1965,1969,https://goo.gl/maps/GoxPxhvenUZnMywF8
Nomadelfia,42.858182,11.142309,1198_,Firenze,Toscana,GR,Grosseto,Fosso Ponticino,Di terra omogenea (b.1.),18.19,17.89,0.21,100.37,Irriguo,1970,1972,https://goo.gl/maps/yuWEmjyWnw5FEYPU7
Casalone,43.673187,11.244546,1251_,Firenze,Toscana,FI,Impruneta,Borro Ricavo,Di terra omogenea (b.1.),22.00,16.00,0.16,191.90,Plurimo,1959,1961,https://goo.gl/maps/d2iipVU86aiNE2AZ7
Migneto,44.062204,11.215079,1273_,Firenze,Toscana,FI,Barberino di Mugello,Torrente Navale,Di terra e/o pietrame con nucleo verticale (b.2.),21.00,23.00,0.18,482.00,Potabile,1972,1974,https://goo.gl/maps/s524EoKSRD5BUCjYA
Costaccia,43.347613,11.044199,1288_,Firenze,Toscana,SI,Casole d'Elsa,Fosso della Costaccia,Di terra omogenea (b.1.),18.19,16.69,0.15,301.50,Irriguo,1967,1970,https://goo.gl/maps/2q5JYA3fsTbUshkc7
Castelfalfi,43.544279,10.849961,1301_,Firenze,Toscana,FI,Montaione,Borro della Casa,Di terra omogenea (b.1.),15.50,16.00,0.35,152.50,Irriguo,1968,1970,https://goo.gl/maps/AQ2nVprwfeHxFHGX8
Aiano,43.432431,11.066507,1361_,Firenze,Toscana,SI,San Gimignano,Botro Vallisi,Di terra omogenea (b.1.),21.00,21.00,0.90,160.19,Irriguo,1971,1972,https://goo.gl/maps/WjN3kntCWKP4Yqg36
Conca,43.958228,12.700289,1393_,Firenze,Emilia Romagna,RN,San Giovanni in Marignano,Conca,Traversa in calcestruzzo (c.),9.19,14.25,2.20,17.00,Potabile,1971,1973,https://goo.gl/maps/95irbB71f4wm2P2z5
Vallaccia Marsiliana,43.029890,10.805854,1579_,Firenze,Toscana,GR,Massa Marittima,Fosso La Vallaccia,Di terra omogenea (b.1.),18.44,20.46,0.14,134.80,Irriguo,1970,1970,https://goo.gl/maps/ZASsyd6MVTmvf7DK9
Boscarone,43.614234,11.422871,1783_,Firenze,Toscana,FI,Figline Valdarno,Borro del Poggiale,Di terra omogenea (b.1.),18.00,12.50,0.50,327.80,Irriguo,1960,1961,https://goo.gl/maps/SUWxssPLKQkdx3EW8
Chiocchio,43.640868,11.315285,1786_,Firenze,Toscana,FI,Greve in Chianti,Borro di Barberino,Di terra omogenea (b.1.),18.39,18.39,0.30,252.34,Plurimo,,1965,https://goo.gl/maps/n8dejC4LJLz7nHMk6
Badia d'Ombrone,43.343794,11.549025,1804_,Firenze,Toscana,SI,Castelnuovo Berardenga,Borro del Baccello,Di terra omogenea (b.1.),20.69,20.69,0.70,273.50,Irriguo,1960,1961,https://goo.gl/maps/M3pavYZSYREgU3bj9
Piccolo Paradiso,44.370670,11.250398,1806_,Firenze,Emilia Romagna,BO,Marzabotto,Rio Casola,Di terra omogenea (b.1.),20.87,20.87,0.80,139.11,Irriguo,,,https://goo.gl/maps/FWtH5GWsTQJmSH6c8
Muraglione,43.392427,10.733677,1810_,Firenze,Toscana,PI,Montecatini Val di Cecina,Borro dei Fondi Tozzi,Ad arco semplice (a.2.2.),16.00,18.00,0.20,,Nessun utilizzo attuale,1883,1884,https://goo.gl/maps/84GejZNxgQSjWQco6
Cardenello,46.473088,9.344678,0027A,Milano,Lombardia,SO,Madesimo,Liro,A gravità ordinaria in calcestruzzo (a.1.1.),72.68,74.50,32.56,,Idroelettrico,1927,1932,https://goo.gl/maps/YFC7woYcSmS8PweU8
Stuetta,46.471051,9.350147,0027B,Milano,Lombardia,SO,Madesimo,Liro,A gravità ordinaria in calcestruzzo (a.1.1.),29.00,35.79,32.56,,Idroelettrico,1927,1932,https://goo.gl/maps/5rEosf4UUeiTQf6Q6
Lago Nero,45.997636,9.875871,0041A,Milano,Lombardia,BG,Valgoglio,Goglio,A gravità ordinaria in calcestruzzo (a.1.1.),38.00,38.00,3.48,,Idroelettrico,1924,1929,https://goo.gl/maps/tbUErBPn4FVamwgU6
Lago Aviasco,46.000276,9.862946,0041B,Milano,Lombardia,BG,Valgoglio,Goglio,In muratura di pietrame a secco (b.3.),16.00,18.00,0.45,,Idroelettrico,1922,1923,https://goo.gl/maps/uqoEaL2U4JouRX8x9
Campelli,46.002851,9.872917,0041C,Milano,Lombardia,BG,Valgoglio,Goglio,A cupola (a.2.3.),25.00,27.00,0.87,,Idroelettrico,1959,1962,https://goo.gl/maps/qr6x6GdQ1nFhN9eG6
Sucotto,45.997677,9.886346,0041D,Milano,Lombardia,BG,Valgoglio,Goglio,In muratura di pietrame a secco (b.3.),23.00,23.00,0.58,,Idroelettrico,1954,1955,https://goo.gl/maps/2ueHAZ2GZztyo48e9
Lago Cernello,46.002500,9.886944,0041E,Milano,Lombardia,BG,Valgoglio,Goglio,In muratura di pietrame a secco (b.3.),21.00,21.00,0.24,,Idroelettrico,1924,1926,https://goo.gl/maps/Edx2oWvXSDedhLrFA
Val Morta,46.064438,10.039265,0042_,Milano,Lombardia,BG,Valbondione,Serio,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),22.00,22.00,0.27,,Idroelettrico,1917,1923,https://goo.gl/maps/3LW8s61TFiRvtTSq6
Lago d'Arno,46.048070,10.428842,0043_,Milano,Lombardia,BS,Cevo,Rio Piz,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),36.85,40.39,22.80,,Idroelettrico,1910,1927,https://goo.gl/maps/puPMqf79pMRARYZ18
Pagnona,46.053399,9.406575,0045_,Milano,Lombardia,LC,Premana,Varrone,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),18.75,21.50,0.12,693.00,Idroelettrico,1921,1923,https://goo.gl/maps/L7rTHDG5G9ZYKjMe9
Lago Colombo,45.998022,9.818634,0048_,Milano,Lombardia,BG,Branzi,Rio Gorno,A gravità ordinaria in calcestruzzo (a.1.1.),32.00,33.00,2.55,,Idroelettrico,1924,1929,https://goo.gl/maps/ZehbE2oCHksttHop9
Lago Marcio,46.004169,9.791221,0048A,Milano,Lombardia,BG,Carona,Vallone Foppone,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),18.00,18.00,0.85,,Idroelettrico,1923,1925,https://goo.gl/maps/ESLWaCmiBMXGGTq69
Lago Sardegnana,46.015433,9.804169,0048B,Milano,Lombardia,BG,Carona,Vallone Sardegnana,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),37.00,39.00,2.30,,Idroelettrico,1921,1930,https://goo.gl/maps/Hb9w8NapUf4qojPc7
Lago Salarno,46.109134,10.472211,0050_,Milano,Lombardia,BS,Saviore dell'Adamello,Salarno,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),38.39,41.00,11.34,,Idroelettrico,1919,1928,https://goo.gl/maps/f5nsryr2FyY9rM3s6
Lago d'Avio,46.197527,10.474465,0051_,Milano,Lombardia,BS,Edolo,Avio,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),39.54,39.54,12.38,,Idroelettrico,1922,1929,https://goo.gl/maps/xxmbFrVkZx623Y2Z6
Fusino,46.322148,10.245828,0052_,Milano,Lombardia,SO,Grosio,Roasco d'Eita,Ad arco gravità (a.2.2.),58.45,63.50,0.18,,Industriale,1919,1924,https://goo.gl/maps/zcLXMBjMtnkwkB4c6
Lago Truzzo,46.359810,9.316429,0054_,Milano,Lombardia,SO,San Giacomo Filippo,Truzzo,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),29.50,35.00,14.00,,Idroelettrico,1924,1928,https://goo.gl/maps/XFvZsxzYuALJ2uxu9
Campo Tartano,46.130240,9.668820,0055_,Milano,Lombardia,SO,Tartano,Tartano,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),59.14,62.00,1.28,955.00,Idroelettrico,1925,1929,https://goo.gl/maps/cjeftCs2zSCNWZ3x7
Lago Venina,46.087743,9.866675,0056_,Milano,Lombardia,SO,Piateda,Venina,A volte sostenute da contrafforti (a.1.2.),44.50,61.25,11.19,,Idroelettrico,1922,1926,https://goo.gl/maps/tvXoSeVk6FYswQZc8
Riolunato,44.237465,10.652246,0062_,Milano,Emilia Romagna,MO,Riolunato,Scoltenna,A volte sostenute da contrafforti (a.1.2.),24.00,31.00,0.11,656.99,Idroelettrico,1918,1920,https://goo.gl/maps/oPZBZ6Gin1L3tSkC9
Santa Maria del Taro,44.463581,9.497267,0063_,Milano,Emilia Romagna,PR,Tornolo,Taro,Di pietrame con manto (b.3.),18.00,20.00,0.40,,Idroelettrico,1917,1919,https://goo.gl/maps/C39q4qfL5t3A1zJy9
Paduli,44.349850,10.139865,0064_,Milano,Toscana,MS,Comano,Enza,Di terra con manto (b.3.),20.50,27.00,3.37,,Idroelettrico,1906,1911,https://goo.gl/maps/k3gE197rYX5HQV4N8
Ligonchio,44.316659,10.345363,0065_,Milano,Emilia Romagna,RE,Ligonchio,Ozola,Di terra con manto (b.3.),19.18,19.50,0.14,926.70,Idroelettrico,1920,1922,https://goo.gl/maps/MgNdRTRogWMyVHvi7
Molato,44.906989,9.288076,0071_,Milano,Emilia Romagna,PC,Nibbiano,Tidone,A volte sostenute da contrafforti (a.1.2.),52.60,55.50,8.27,354.39,Irriguo,1996,2005,https://goo.gl/maps/9ehoZPtwVGsfsQR87
Fontanaluccia,44.278042,10.513650,0093_,Milano,Emilia Romagna,MO,Frassinoro,Dolo,A volte sostenute da contrafforti (a.1.2.),40.00,60.00,2.70,775.00,Idroelettrico,1925,1928,https://goo.gl/maps/nj6sXsm4iS2bfMys5
Ogna Superiore,45.916029,9.959956,0096_,Milano,Lombardia,BG,Oltressenda Alta,Ogna,A gravità ordinaria in calcestruzzo (a.1.1.),25.18,27.00,0.14,699.87,Idroelettrico,1922,1929,https://goo.gl/maps/9TrDhDTuC3MdjDtF7
Mignano,44.771410,9.800721,0098_,Milano,Emilia Romagna,PC,Vernasca,Arda,A gravità ordinaria in calcestruzzo (a.1.1.),51.00,61.00,13.60,337.80,Irriguo,1923,1934,https://goo.gl/maps/AbxeDh1V6H5iERhi8
Lago della Vacca,45.952285,10.441503,0113_,Milano,Lombardia,BS,Breno,Rio Laione,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),17.50,18.30,2.45,,Idroelettrico,1925,1927,https://goo.gl/maps/u4akT4CGrJi6Ud7q9
Lago di Lova,45.965537,10.208362,0118_,Milano,Lombardia,BS,Borno,Lovareno e San Fiorino,Di terra e/o pietrame con nucleo verticale (b.2.),18.00,19.00,0.46,,Idroelettrico,1930,1935,https://goo.gl/maps/jDjLBGJ5BMiqixWv6
Piano Barbellino,46.065862,10.043053,0124_,Milano,Lombardia,BG,Valbondione,Serio,A gravità ordinaria in calcestruzzo (a.1.1.),63.29,69.00,18.85,,Idroelettrico,1925,1931,https://goo.gl/maps/KdqSy2LBVzVQbQCN9
Ballano,44.369027,10.102145,0126_,Milano,Emilia Romagna,PR,Monchio delle Corti,Rio della Barca,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),20.00,20.00,1.27,,Idroelettrico,1907,1908,https://goo.gl/maps/8o2UThV8gaJuTNah6
Lago Verde,44.363957,10.090919,0126A,Milano,Emilia Romagna,PR,Monchio delle Corti,Rio Lago Verde,In muratura di pietrame a secco (b.3.),26.50,32.50,2.15,,Idroelettrico,1907,1932,https://goo.gl/maps/iptjynSzrhbavA5SA
Scais,46.088583,9.924350,0127_,Milano,Lombardia,SO,Piateda,Caronno,A gravità a speroni pieni (a.1.2.),60.00,64.70,9.60,,Idroelettrico,1935,1939,https://goo.gl/maps/6kXEGbtrDg13GzZD9
Laghi Gemelli,45.991977,9.806069,0128A,Milano,Lombardia,BG,Branzi,Borleggia,A gravità ordinaria in calcestruzzo (a.1.1.),36.00,39.00,6.99,,Idroelettrico,1925,1932,https://goo.gl/maps/3qKEsfDPKXQDqozE8
Pian Casere,45.998899,9.787343,0128B,Milano,Lombardia,BG,Branzi,Borleggia,A gravità ordinaria in calcestruzzo (a.1.1.),40.00,46.60,2.48,,Idroelettrico,1941,1946,https://goo.gl/maps/LVgLP5noqFiR3cMB6
Carona,46.019200,9.782302,0142_,Milano,Lombardia,BG,Carona,Brembo,A gravità ordinaria in calcestruzzo (a.1.1.),26.00,34.50,0.50,,Idroelettrico,1926,1931,https://goo.gl/maps/eEB5DMGNS7W3CZgV8
Lago d'Idro,45.733378,10.454546,0143_,Milano,Lombardia,BS,Idro,Chiese,Traversa in calcestruzzo (c.),8.10,9.10,33.50,370.00,Idroelettrico,1929,1930,https://goo.gl/maps/B4jU78UeJssSTCr56
Ozola,44.286389,10.367401,0152_,Milano,Emilia Romagna,RE,Ligonchio,Ozola,Prossimamente: A gravità ordinaria in calcestruzzo (a.1.1.),27.50,27.50,0.90,,Idroelettrico,1925,1929,https://goo.gl/maps/1FYS5ouUWg5qhNMr7
Lago Baitone,46.141003,10.429129,0182_,Milano,Lombardia,BS,Sonico,Baitone,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),37.89,38.29,10.65,,Idroelettrico,1927,1930,https://goo.gl/maps/BgmRhipfEbvdqUG79
Santo Stefano,46.118961,9.978897,0194_,Milano,Lombardia,SO,Ponte in Valtellina,Santo Stefano,A gravità ordinaria in calcestruzzo (a.1.1.),20.39,25.00,0.62,,Idroelettrico,1929,1929,https://goo.gl/maps/t6RdiGamURZFTJk89
Boschi,44.586254,9.419487,0202A,Milano,Emilia Romagna,PC,Ferriere,Aveto,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),34.00,47.00,0.50,615.00,Idroelettrico,1928,1930,https://goo.gl/maps/YZUZtoKoi5RPbkTJ8
Lago Valdifrati,46.017619,9.839598,0239A,Milano,Lombardia,BG,Carona,Brembo,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),18.70,18.89,0.25,,Idroelettrico,1930,1948,https://goo.gl/maps/bSyCmzzPCnj4cJL66
Lago del Diavolo,46.041908,9.867836,0239B,Milano,Lombardia,BG,Carona,Brembo,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),25.50,26.25,2.56,,Idroelettrico,1929,1933,https://goo.gl/maps/PpFpgYTraBnaMfCE9
Lago di Mezzo,46.114111,9.973896,0272_,Milano,Lombardia,SO,Ponte in Valtellina,Santo Stefano,A gravità ordinaria in calcestruzzo (a.1.1.),28.30,31.00,0.49,,Idroelettrico,1929,1930,https://goo.gl/maps/Uw3d3oqan98wpXha6
Sarnico [Lago d'Iseo],45.664938,9.942427,0285_,Milano,Lombardia,BS,Paratico,Oglio,Traversa in calcestruzzo (c.),4.50,9.25,180.00,186.25,Irriguo,1931,1933,https://goo.gl/maps/gsEfa7mtHhtYSbzt6
Moledana,46.199598,9.489570,0349_,Milano,Lombardia,SO,Verceia,Ratti,Ad arco semplice (a.2.2.),37.29,42.60,0.10,909.00,Idroelettrico,1935,1936,https://goo.gl/maps/jRiXqwDnkJ21gWmW6
Lago Benedetto,46.189164,10.470055,0371_,Milano,Lombardia,BS,Edolo,Avio,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),31.00,34.25,6.96,,Idroelettrico,1937,1940,https://goo.gl/maps/M2MsPE3ZREA332AF9
Reggea,46.130251,9.223865,0372_,Milano,Lombardia,CO,Garzeno,Albano,Ad arco semplice (a.2.2.),26.50,27.50,0.15,642.00,Idroelettrico,1961,1962,https://goo.gl/maps/WnQR8NvCL92RCijV6
San Giacomo di Fraele,46.535171,10.277677,0377_,Milano,Lombardia,SO,Valdidentro,Adda,A gravità a speroni pieni (a.1.2.),83.50,91.50,64.00,,Idroelettrico,1938,1950,https://goo.gl/maps/o1oERuLK4ki4JXgg7
Valnegra,45.946612,9.696171,0386_,Milano,Lombardia,BG,Moio de' Calvi,Brembo,A gravità ordinaria in calcestruzzo (a.1.1.),24.50,29.00,0.55,515.00,Idroelettrico,1938,1947,https://goo.gl/maps/9bzwgA4mMHMfgnsc9
Poglia,46.072860,10.366505,0396_,Milano,Lombardia,BS,Cedegolo,Poglia,A gravità a speroni con vani interni (a.1.2.),49.39,51.00,0.50,630.00,Idroelettrico,1948,1950,https://goo.gl/maps/1fjFHXcdbHYJR1wM7
Lago Inferno,46.025960,9.526910,0407_,Milano,Lombardia,SO,Gerola Alta,Inferno,A gravità a speroni con vani interni (a.1.2.),37.00,41.20,4.17,,Idroelettrico,1941,1944,https://goo.gl/maps/jAivA1YH85qgs21s5
Lago di Trona,46.031151,9.537134,0409_,Milano,Lombardia,SO,Gerola Alta,Bitto Gerola,A gravità a speroni con vani interni (a.1.2.),53.00,58.50,5.35,,Idroelettrico,1939,1942,https://goo.gl/maps/vaWjfUdYV4qRz8PRA
Panigai,46.083198,9.557909,0437_,Milano,Lombardia,SO,Pedesina,Bitto Gerola,Ad arco semplice (a.2.2.),31.50,41.50,0.12,704.00,Idroelettrico,1940,1941,https://goo.gl/maps/WT1JMSBE3m3EeA6o9
Pantano d'Avio,46.167820,10.471690,0447_,Milano,Lombardia,BS,Edolo,Avio,A gravità a speroni con vani interni (a.1.2.),59.00,65.00,12.67,,Idroelettrico,1949,1956,https://goo.gl/maps/d71KsVAXqtuaDXfC8
Olginate [Lago di Como],45.803690,9.414206,0450_,Milano,Lombardia,LC,Vercurago - Olginate,Adda,Traversa in calcestruzzo (c.),10.00,11.75,514.89,198.59,Irriguo,1939,1944,https://goo.gl/maps/jdaL1ETkJxZWJxDj7
Lago Publino,46.056037,9.834260,0484_,Milano,Lombardia,SO,Caiolo,Livrio,Ad arco gravità (a.2.2.),41.00,42.00,5.18,,Idroelettrico,1949,1952,https://goo.gl/maps/UuhUqzjkBn4zxFCt8
Ganda,46.140392,10.124423,0486_,Milano,Lombardia,SO,Teglio - Aprica,Coronella,Ad arco semplice (a.2.2.),25.19,30.00,0.70,913.00,Idroelettrico,1947,1947,https://goo.gl/maps/VKeP6RmXZxHWSFgT9
Madesimo,46.431240,9.354210,0505_,Milano,Lombardia,SO,Madesimo,Scalcoggia,A gravità ordinaria in calcestruzzo (a.1.1.),17.50,20.00,0.16,,Idroelettrico,1960,1964,https://goo.gl/maps/v7bw2513KMdhTYNo7
Isolato,46.436408,9.337702,0520_,Milano,Lombardia,SO,Madesimo,Liro,A cupola (a.2.3.),34.60,38.50,1.76,,Idroelettrico,1949,1953,https://goo.gl/maps/Wv5n1fpbEXCpCagz9
Villa di Chiavenna,46.329836,9.492025,0531_,Milano,Lombardia,SO,Villa di Chiavenna,Mera,A gravità ordinaria in calcestruzzo (a.1.1.),32.79,43.50,0.94,626.00,Idroelettrico,1947,1949,https://goo.gl/maps/drvZ4FqRgdzf7puc8
Lago Pescegallo,46.039771,9.584959,0563_,Milano,Lombardia,SO,Gerola Alta,Bitto Gerola,A gravità ordinaria in calcestruzzo (a.1.1.),21.25,21.30,1.10,,Idroelettrico,1948,1949,https://goo.gl/maps/oGPo5NdafouFxV487
Brugneto,44.537177,9.206898,0570_,Milano,Liguria,GE,Torriglia,Brugneto,A gravità a speroni pieni (a.1.2.),77.50,80.00,25.12,777.00,Potabile,1956,1960,https://goo.gl/maps/nxQczx3aAx1Bn9qg9
Ponte dell'Acqua,46.031392,9.649537,0583_,Milano,Lombardia,BG,Mezzoldo,Brembo di Mezzoldo,A gravità ordinaria in calcestruzzo (a.1.1.),22.10,23.60,0.40,,Idroelettrico,1949,1950,https://goo.gl/maps/Z9uKULCM4njeAk579
Lago Fregabolgia,46.023417,9.861581,0595_,Milano,Lombardia,BG,Carona,Brembo,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),60.00,65.00,4.68,,Idroelettrico,1949,1953,https://goo.gl/maps/hSH9PoZSBgF73BRP8
Cassiglio,45.963922,9.608932,0617_,Milano,Lombardia,BG,Cassiglio,Stabina,A gravità ordinaria in calcestruzzo (a.1.1.),19.30,20.50,0.80,626.00,Idroelettrico,1951,1952,https://goo.gl/maps/FDfDpEfqXqCBnwD99
Frera,46.101341,10.135361,0631_,Milano,Lombardia,SO,Teglio - Aprica,Belviso,Ad arco gravità (a.2.2.),138.00,138.00,50.10,,Idroelettrico,1955,1959,https://goo.gl/maps/JxJ9s7xQYDkdDgTm9
Alto Mora,46.030903,9.625951,0632_,Milano,Lombardia,BG,Santa Brigida - Averara,Mora,A gravità ordinaria in muratura di pietrame con malta (a.1.1.),40.10,40.70,0.84,,Idroelettrico,1952,1953,https://goo.gl/maps/2ndTcXV2Nitvzkdp8
Cancano,46.516967,10.318626,0665_,Milano,Lombardia,SO,Valdidentro,Adda,Ad arco gravità (a.2.2.),125.50,136.00,124.90,,Idroelettrico,1954,1956,https://goo.gl/maps/K7baNvsLzn68nBtx7
Ponte Murandin,45.948076,10.603583,0671_,Milano,Trentino Alto Adige,TN,Daone,Chiese,A gravità ordinaria in calcestruzzo (a.1.1.),28.69,31.50,0.33,717.00,Idroelettrico,1954,1956,https://goo.gl/maps/XRdiq3jjSwBZoFVU8
Malga Boazzo,45.995614,10.522783,0674_,Milano,Trentino Alto Adige,TN,Daone,Chiese,A gravità a speroni con vani interni (a.1.2.),53.50,57.10,12.26,,Idroelettrico,1953,1956,https://goo.gl/maps/uBSwiqadDRaogUfD8
Ponte Pià,46.053522,10.839883,0678_,Milano,Trentino Alto Adige,TN,Stenico - Bleggio Inferiore,Sarca,Ad arco semplice (a.2.2.),50.00,57.50,3.76,463.50,Idroelettrico,1956,1957,https://goo.gl/maps/HfBDMaMcreQcibuaA
Campo Moro (I),46.304999,9.927574,0681_,Milano,Lombardia,SO,Lanzada,Cormor,A gravità ordinaria in calcestruzzo (a.1.1.),81.50,96.00,10.75,,Idroelettrico,1955,1959,https://goo.gl/maps/MDCnR9JDh6bbGV4L6
Campo Moro (II),46.306783,9.926918,0681A,Milano,Lombardia,SO,Lanzada,Cormor,In muratura di pietrame a secco (b.3.),35.60,36.14,10.75,,Idroelettrico,1955,1959,https://goo.gl/maps/SKVbkvsJApdr7vh29
Malga Bissina,46.053548,10.517379,0685_,Milano,Trentino Alto Adige,TN,Daone,Chiese,A gravità a speroni con vani interni (a.1.2.),81.00,84.00,61.00,,Idroelettrico,1955,1957,https://goo.gl/maps/Ks8UTZUQ7p14v5Q26
Venerocolo,46.178310,10.491342,0728_,Milano,Lombardia,BS,Edolo,Lago dell`Avio,A gravità a speroni con vani interni (a.1.2.),26.89,30.39,2.55,,Idroelettrico,1956,1959,https://goo.gl/maps/TqtwNu699TTnqXaE8
Isola Serafini,45.093522,9.900967,0737_,Milano,Emilia Romagna,PC,Monticelli d'Ongina,Po,Traversa in calcestruzzo (c.),26.50,35.50,19.00,41.50,Idroelettrico,1958,1962,https://goo.gl/maps/AMMMXwS2y4WtdeHg7
Ponte Cola,45.708293,10.612435,0760_,Milano,Lombardia,BS,Gargnano,Toscolano,A cupola (a.2.3.),122.00,124.00,52.25,503.00,Idroelettrico,1960,1962,https://goo.gl/maps/Lni7hJfvaCzZwHop6
Val Grosina,46.327308,10.247537,0774B,Milano,Lombardia,SO,Grosio,Roasco d'Eita,A gravità a speroni pieni (a.1.2.),51.50,51.50,1.34,,Idroelettrico,1958,1959,https://goo.gl/maps/4QB8BMD6ofCZTdmc7
Dazare',45.868841,10.454981,0901_,Milano,Lombardia,BS,Bagolino,Caffaro,Ad arco semplice (a.2.2.),19.25,23.00,0.90,,Idroelettrico,1959,1959,https://goo.gl/maps/w3BVRxkiTk7FqyZz8
Alpe Gera,46.314621,9.944065,0957_,Milano,Lombardia,SO,Lanzada,Cormor,A gravità ordinaria in calcestruzzo (a.1.1.),160.00,174.00,68.90,,Idroelettrico,1958,1964,https://goo.gl/maps/SMEBoVfqMWtz19ndA
Ardenno,46.155562,9.643911,0972_,Milano,Lombardia,SO,Ardenno,Adda,Traversa in calcestruzzo (c.),9.00,17.50,1.13,265.50,Idroelettrico,1959,1962,https://goo.gl/maps/cMr7VcjHwNK1H1sH7
Robbiate,45.689057,9.451697,1275_,Milano,Lombardia,LC,Robbiate,Adda,Traversa in muratura di pietrame con malta (c.),16.80,19.60,2.50,192.62,Idroelettrico,1906,1914,https://goo.gl/maps/FrmvhraLEk9wKG766
